ticker,open,high,low,close,date,sma_10,sma_20,ema_10,ema_20
CSCO,38.66999816894531,42.97999954223633,38.43000030517578,41.540000915527344,2018-01-31,,,,
CSCO,41.09000015258789,45.88999938964844,37.349998474121094,44.779998779296875,2018-02-28,,,,
CSCO,44.68000030517578,46.15999984741211,41.58000183105469,42.88999938964844,2018-03-31,,,,
CSCO,42.52000045776367,45.34000015258789,40.189998626708984,44.290000915527344,2018-04-30,,,,
CSCO,43.90999984741211,46.369998931884766,42.52000045776367,42.709999084472656,2018-05-31,,,,
CSCO,42.90999984741211,44.810001373291016,41.810001373291016,43.029998779296875,2018-06-30,,,,
CSCO,42.560001373291016,43.83000183105469,40.939998626708984,42.290000915527344,2018-07-31,,,,
CSCO,41.9900016784668,47.83000183105469,41.20000076293945,47.77000045776367,2018-08-31,,,,
CSCO,47.84000015258789,49.060001373291016,46.439998626708984,48.650001525878906,2018-09-30,,,,
CSCO,49.0,49.470001220703125,42.939998626708984,45.75,2018-10-31,44.37000007629395,,44.37000007629395,
CSCO,45.66999816894531,48.439998626708984,44.08000183105469,47.869998931884766,2018-11-30,45.00299987792969,,45.006363504583184,
CSCO,48.31999969482422,49.13999938964844,40.25,43.33000183105469,2018-12-31,44.85800018310547,,44.70157047303255,
CSCO,42.279998779296875,47.380001068115234,40.959999084472656,47.290000915527344,2019-01-31,45.29800033569336,,45.17219418984978,
CSCO,47.369998931884766,51.959999084472656,46.29999923706055,51.77000045776367,2019-02-28,46.04600028991699,,46.37179532947049,
CSCO,52.0,54.22999954223633,50.5099983215332,53.9900016784668,2019-03-31,47.1740005493164,,47.756923756560724,
CSCO,54.47999954223633,57.529998779296875,54.38999938964844,55.95000076293945,2019-04-30,48.46600074768067,,49.24657412135686,
CSCO,56.0,56.83000183105469,51.060001373291016,52.029998779296875,2019-05-31,49.44000053405762,,49.75265133189141,
CSCO,52.04999923706055,58.150001525878906,51.4900016784668,54.72999954223633,2019-06-30,50.13600044250488,,50.6576237337723,
CSCO,55.2599983215332,58.2599983215332,54.22999954223633,55.400001525878906,2019-07-31,50.811000442504884,,51.51987424142804,
CSCO,55.84000015258789,56.88999938964844,46.0,46.810001373291016,2019-08-31,50.91700057983398,47.643500328063965,50.66353371994858,47.643500328063965
CSCO,46.630001068115234,50.29999923706055,46.20000076293945,49.40999984741211,2019-09-30,51.07100067138672,48.037000274658205,50.4356184703965,47.81173837752569
CSCO,49.650001525878906,49.869998931884766,45.54999923706055,47.5099983215332,2019-10-31,51.48900032043457,48.17350025177002,49.90368753423954,47.78300122933593
CSCO,46.849998474121094,48.97999954223633,44.439998626708984,45.310001373291016,2019-11-30,51.29100036621094,48.29450035095215,49.068471868612534,47.547477433522126
CSCO,45.25,48.369998931884766,43.400001525878906,47.959999084472656,2019-12-31,50.910000228881835,48.478000259399415,48.86693136240528,47.586765209803126
