ticker,open,high,low,close,date,sma_10,sma_20,ema_10,ema_20
AAPL,170.16000366210938,180.10000610351562,164.6999969482422,167.42999267578125,2018-01-31,,,,
AAPL,167.1699981689453,180.6199951171875,150.24000549316406,178.1199951171875,2018-02-28,,,,
AAPL,178.5399932861328,183.5,164.94000244140625,167.77999877929688,2018-03-31,,,,
AAPL,166.63999938964844,178.94000244140625,160.6300048828125,165.25999450683594,2018-04-30,,,,
AAPL,166.41000366210938,190.3699951171875,165.27000427246094,186.8699951171875,2018-05-31,,,,
AAPL,187.9900054931641,194.1999969482422,180.72999572753903,185.11000061035156,2018-06-30,,,,
AAPL,183.82000732421875,195.9600067138672,183.4199981689453,190.2899932861328,2018-07-31,,,,
AAPL,199.1300048828125,228.8699951171875,197.30999755859375,227.6300048828125,2018-08-31,,,,
AAPL,228.41000366210935,229.6699981689453,215.3000030517578,225.7400054931641,2018-09-30,,,,
AAPL,227.9499969482422,233.47000122070312,206.08999633789065,218.86000061035156,2018-10-31,191.30899810791016,,191.30899810791016,
AAPL,219.0500030517578,222.36000061035156,170.25999450683594,178.5800018310547,2018-11-30,192.4239990234375,,188.99463514848188,
AAPL,184.4600067138672,184.94000244140625,146.58999633789062,157.74000549316406,2018-12-31,190.38600006103516,,183.31197521115135,
AAPL,154.88999938964844,169.0,142.0,166.44000244140625,2019-01-31,190.2520004272461,,180.24434379847042,
AAPL,166.9600067138672,175.8699951171875,165.92999267578125,173.14999389648438,2019-02-28,191.04100036621094,,178.9544619981093,
AAPL,174.27999877929688,197.69000244140625,169.5,189.9499969482422,2019-03-31,191.3490005493164,,180.95365017086073,
AAPL,191.63999938964844,208.47999572753903,188.3800048828125,200.6699981689453,2019-04-30,192.90500030517578,,184.538440715967,
AAPL,209.8800048828125,215.30999755859375,174.99000549316406,175.07000732421875,2019-05-31,191.38300170898438,,182.81690737201276,
AAPL,175.60000610351562,201.57000732421875,170.27000427246094,197.9199981689453,2019-06-30,188.41200103759766,,185.56292388054595,
AAPL,203.1699981689453,221.3699951171875,198.41000366210935,213.0399932861328,2019-07-31,187.14199981689453,,190.55875468156174,
AAPL,213.8999938964844,218.02999877929688,192.5800018310547,208.7400054931641,2019-08-31,186.13000030517577,188.71949920654296,193.86443664730763,188.71949920654296
AAPL,206.42999267578125,226.4199981689453,204.22000122070312,223.97000122070312,2019-09-30,190.66900024414062,191.54649963378907,199.33817566065227,192.0766898745582
AAPL,225.07000732421875,249.75,215.1300048828125,248.7599945068359,2019-10-31,199.7709991455078,195.0784996032715,208.32396090541292,197.47509983953705
AAPL,249.5399932861328,268.0,249.16000366210935,267.25,2019-11-30,209.85199890136718,200.05199966430663,219.03778619533784,204.12032842624782
AAPL,267.2699890136719,293.9700012207031,256.2900085449219,293.6499938964844,2019-12-31,221.9019989013672,206.47149963378905,232.60364214100085,212.64696323293703
