ticker,open,high,low,close,date,sma_10,sma_20,ema_10,ema_20
AVGO,259.7699890136719,274.260009765625,237.0099945068359,248.02999877929688,2018-01-31,,,,
AVGO,241.72000122070312,255.7400054931641,224.8999938964844,246.4600067138672,2018-02-28,,,,
AVGO,245.86000061035156,273.8500061035156,234.7599945068359,235.6499938964844,2018-03-31,,,,
AVGO,233.9499969482422,252.8500061035156,225.44000244140625,229.4199981689453,2018-04-30,,,,
AVGO,230.8500061035156,255.2899932861328,221.97999572753903,252.07000732421875,2018-05-31,,,,
AVGO,254.3699951171875,271.80999755859375,242.27000427246097,242.63999938964844,2018-06-30,,,,
AVGO,240.08999633789065,251.8000030517578,197.4600067138672,221.77000427246097,2018-07-31,,,,
AVGO,223.2599945068359,223.94000244140625,202.77000427246097,219.02999877929688,2018-08-31,,,,
AVGO,218.58999633789065,250.1000061035156,213.9199981689453,246.72999572753903,2018-09-30,,,,
AVGO,247.8800048828125,252.13999938964844,208.22999572753903,223.4900054931641,2018-10-31,236.52900085449218,,236.52900085449218,
AVGO,225.16000366210935,242.6199951171875,213.7100067138672,237.41000366210935,2018-11-30,235.46700134277344,,236.68918318314985,
AVGO,245.1999969482422,261.5899963378906,217.61000061035156,254.27999877929688,2018-12-31,236.2490005493164,,239.88751329154022,
AVGO,248.8500061035156,273.75,230.3300018310547,268.25,2019-01-31,239.50900115966797,,245.0443290567147,
AVGO,269.1499938964844,286.6300048828125,264.8900146484375,275.3599853515625,2019-02-28,244.10299987792968,,250.55626656486885,
AVGO,277.7300109863281,303.29998779296875,259.20001220703125,300.7099914550781,2019-03-31,248.9669982910156,,259.67512563581596,
AVGO,303.1099853515625,322.45001220703125,299.75,318.3999938964844,2019-04-30,256.5429977416992,,270.3523744104829,
AVGO,320.5,323.20001220703125,250.08999633789065,251.63999938964844,2019-05-31,259.52999725341795,,266.95012440669484,
AVGO,252.5500030517578,291.75,251.1999969482422,287.8599853515625,2019-06-30,266.41299591064455,,270.75191730576165,
AVGO,301.67999267578125,305.75,272.4100036621094,289.989990234375,2019-07-31,270.73899536132814,,274.2497487473277,
AVGO,289.1300048828125,297.82000732421875,262.5,282.6400146484375,2019-08-31,276.6539962768555,256.5914985656738,275.7752516384386,256.5914985656738
AVGO,280.0,302.3299865722656,270.0,276.07000732421875,2019-09-30,280.5199966430664,257.9934989929199,275.8288435813077,258.4465946379162
AVGO,278.2699890136719,294.0799865722656,267.2200012207031,292.8500061035156,2019-10-31,284.37699737548826,260.31299896240233,278.9236004035273,261.72311001559234
AVGO,292.989990234375,325.6700134277344,292.0899963378906,316.2099914550781,2019-11-30,289.1729965209961,264.340998840332,285.702944231082,266.9123368193529
AVGO,317.7200012207031,331.20001220703125,303.1300048828125,316.0199890136719,2019-12-31,293.238996887207,268.67099838256837,291.21513419155286,271.5892560759547
